Company,Product,TypeName,Inches,Ram,OS,Weight,Price_euros,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model,Price_Category,Price_per_kg
asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,15.6,8,linux,2.3,597.0,Full HD,1920,1080,No,No,No,Intel,2.4,Core i3 7100U,1024,0,HDD,No,Nvidia,GeForce 940MX,Mid-Range,259.5652173913044
dell,Alienware 17,Gaming,17.3,16,windows 10,4.42,2799.0,Standard,2560,1440,No,Yes,No,Intel,2.9,Core i7 7820HK,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,Ultra-Premium,633.2579185520362
dell,Inspiron 7577,Gaming,15.6,8,windows 10,2.62,1159.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,Premium,442.36641221374043
dell,Inspiron 5570,Notebook,15.6,8,windows 10,2.02,1142.4,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,2048,SSD,HDD,AMD,Radeon 530,Premium,565.5445544554456
dell,Latitude 5480,Ultrabook,14.0,8,linux,1.6,1099.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7600U,256,0,SSD,No,Intel,HD Graphics 620,Premium,686.875
hp,Omen 17-w207nv,Gaming,17.3,12,windows 10,3.35,1999.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,Ultra-Premium,596.7164179104477
mediacom,FlexBook Edge,2 in 1 Convertible,11.6,4,windows 10,1.16,299.0,Full HD,1920,1080,Yes,Yes,No,Intel,1.1,Celeron Dual Core N3350,32,0,SSD,No,Intel,HD Graphics 500,Budget,257.7586206896552
samsung,Chromebook 3,Netbook,11.6,4,chrome os,1.15,269.0,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,16,0,Flash Storage,No,Intel,HD Graphics 400,Budget,233.91304347826087
lenovo,Thinkpad 13,Notebook,13.3,8,windows 10,1.4,1010.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,Premium,721.4285714285714
lenovo,IdeaPad 320s-14IKB,Notebook,14.0,4,windows 10,1.7,599.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i3 7130U,128,0,SSD,No,Intel,HD Graphics 620,Mid-Range,352.3529411764706
lenovo,Thinkpad T570,Workstation,15.6,16,windows 10,2.3,2445.0,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.8,Core i7 7600U,512,0,SSD,No,Nvidia,GeForce 940MX,Ultra-Premium,1063.0434782608697
lenovo,Thinkpad P51,Notebook,15.6,16,windows 10,2.5,2449.0,Full HD,1920,1080,No,No,No,Intel,2.9,Core i7 7820HQ,512,0,SSD,No,Nvidia,Quadro M2200M,Ultra-Premium,979.6
asus,Rog Strix,Gaming,17.3,8,windows 10,3.2,1695.0,Full HD,1920,1080,No,No,No,AMD,3.2,Ryzen 1600,256,1024,SSD,HDD,AMD,Radeon RX 580,Ultra-Premium,529.6875
hp,15-ra044nv (N3060/4GB/500GB/W10),Notebook,15.6,4,windows 10,2.1,347.0,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,500,0,HDD,No,Intel,HD Graphics 400,Budget,165.23809523809524
google,Pixelbook (Core,Ultrabook,12.3,16,chrome os,1.1,2199.0,Standard,2400,1600,Yes,No,No,Intel,1.3,Core i7 7Y75,512,0,SSD,No,Intel,HD Graphics 615,Ultra-Premium,1999.090909090909
lenovo,ThinkPad T470s,Ultrabook,14.0,24,windows 10,1.32,2382.0,Standard,2560,1440,No,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,Ultra-Premium,1804.5454545454545
asus,VivoBook Max,Notebook,15.6,4,linux,2.0,559.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,279.5
lenovo,IdeaPad 320-15AST,Notebook,17.3,8,windows 10,2.8,519.0,Standard,1600,900,No,No,No,AMD,2.5,A6-Series 9220,1024,0,HDD,No,AMD,Radeon R4,Mid-Range,185.35714285714286
dell,Inspiron 5570,Notebook,15.6,4,windows 10,2.2,749.0,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,AMD,Radeon 530,Mid-Range,340.45454545454544
lenovo,ThinkPad X270,Ultrabook,12.5,8,windows 10,1.36,1429.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Premium,1050.735294117647
lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,windows 10,2.2,349.0,Full HD,1920,1080,No,No,No,Intel,1.1,Pentium Quad Core N4200,128,0,SSD,No,Intel,HD Graphics 505,Budget,158.63636363636363
hp,Omen 15-AX205na,Gaming,15.6,8,windows 10,2.2,1099.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,Premium,499.5454545454545
dell,Latitude 5480,Notebook,14.0,8,windows 10,1.64,1179.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i5 7440HQ,256,0,SSD,No,Nvidia,GeForce 930MX,Premium,718.9024390243903
acer,Aspire ES1-572,Notebook,15.6,4,linux,2.4,441.8,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,Budget,184.08333333333334
dell,Precision 3520,Workstation,15.6,8,windows 10,2.23,1993.0,Full HD,1920,1080,No,No,No,Intel,3.0,Xeon E3-1505M V6,64,1024,Flash Storage,HDD,Nvidia,Quadro M620,Ultra-Premium,893.7219730941704
msi,GV62 7RD-1686NL,Gaming,15.6,8,windows 10,2.2,1027.74,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050,Premium,467.1545454545454
microsoft,Surface Laptop,Ultrabook,13.5,16,windows 10 s,1.25,2589.0,Standard,2256,1504,Yes,No,No,Intel,2.5,Core i7 7660U,512,0,SSD,No,Intel,Iris Plus Graphics 640,Ultra-Premium,2071.2
hp,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.6,8,windows 10,1.91,589.0,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620,Mid-Range,308.37696335078533
dell,Precision 3520,Workstation,15.6,16,windows 10,2.17,1975.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HQ,256,0,SSD,No,Nvidia,Quadro M620,Ultra-Premium,910.1382488479263
hp,ProBook 650,Workstation,15.6,8,windows 10,2.31,1534.0,Full HD,1920,1080,No,Yes,No,Intel,2.9,Core i7 7820HQ,512,0,SSD,No,Intel,HD Graphics 620,Ultra-Premium,664.069264069264
lenovo,ThinkPad T470,Notebook,14.0,8,windows 10,1.65,1345.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Premium,815.1515151515152
dell,Inspiron 5570,Notebook,15.6,8,windows 10,2.36,979.0,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,128,1024,SSD,HDD,AMD,Radeon 530,Mid-Range,414.8305084745763
dell,Inspiron 3168,2 in 1 Convertible,11.6,4,windows 10,1.47,479.0,Standard,1366,768,Yes,No,No,Intel,1.6,Pentium Quad Core N3710,500,0,HDD,No,Intel,HD Graphics 405,Budget,325.85034013605446
dell,Alienware 17,Notebook,17.3,8,windows 10,4.42,2046.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1060,Ultra-Premium,462.89592760180994
microsoft,Surface Laptop,Ultrabook,13.5,4,windows 10 s,1.252,989.0,Standard,2256,1504,Yes,No,No,Intel,2.2,Core M m3-7Y30,128,0,SSD,No,Intel,HD Graphics 615,Mid-Range,789.9361022364217
microsoft,Surface Laptop,Ultrabook,13.5,8,windows 10 s,1.25,1799.0,Standard,2256,1504,Yes,No,No,Intel,2.5,Core i7 7660U,256,0,SSD,No,Intel,Iris Plus Graphics 640,Ultra-Premium,1439.2
hp,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,8,windows 10,2.5,639.9,Standard,1600,900,No,No,No,Intel,2.0,Core i3 6006U,256,0,SSD,No,Intel,HD Graphics 520,Mid-Range,255.95999999999998
acer,Aspire E5-576G,Notebook,15.6,4,windows 10,2.23,544.0,Full HD,1920,1080,No,No,No,Intel,2.0,Core i3 6006U,1024,0,HDD,No,Nvidia,GeForce 940MX,Mid-Range,243.94618834080717
acer,TravelMate B,Netbook,11.6,4,windows 10,1.4,435.0,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,128,0,SSD,No,Intel,HD Graphics 400,Budget,310.7142857142857
asus,Pro P2540UA-AB51,Notebook,15.6,8,windows 10,2.37,749.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,Mid-Range,316.0337552742616
lenovo,IdeaPad 510s-14IKB,Notebook,14.0,8,no os,1.5,799.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,AMD,Radeon R7 M460,Mid-Range,532.6666666666666
lenovo,Thinkpad P51,Notebook,15.6,8,windows 10,2.67,2090.0,Full HD,1920,1080,No,No,No,Intel,2.9,Core i7 7820HQ,256,0,SSD,No,Nvidia,Quadro M2200M,Ultra-Premium,782.7715355805244
asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,4,windows 10,2.0,304.0,Standard,1366,768,No,No,No,Intel,1.1,Pentium Quad Core N4200,500,0,HDD,No,Intel,HD Graphics 500,Budget,152.0
acer,Aspire 5,Notebook,15.6,4,windows 10,2.2,469.0,Standard,1366,768,No,No,No,Intel,2.0,Core i3 6006U,500,0,HDD,No,Nvidia,GeForce GTX 940MX,Budget,213.18181818181816
dell,Inspiron 5570,Notebook,15.6,8,windows 10,2.02,759.0,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,2048,0,HDD,No,AMD,Radeon 530,Mid-Range,375.74257425742576
hp,Omen 17-an006nv,Gaming,17.3,12,windows 10,3.78,1699.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1060,Ultra-Premium,449.4708994708995
lenovo,Thinkpad T460s,Ultrabook,14.0,12,windows 10,1.4,1858.0,Quad HD+,2560,1440,No,Yes,No,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520,Ultra-Premium,1327.1428571428573
hp,Spectre x360,2 in 1 Convertible,13.3,8,windows 10,1.29,1999.0,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620,Ultra-Premium,1549.612403100775
hp,ZBook 15u,Notebook,15.6,8,windows 10,1.9,1154.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,AMD,FirePro W4190M ,Premium,607.3684210526316
google,Pixelbook (Core,Ultrabook,12.3,8,chrome os,1.1,1275.0,Standard,2400,1600,Yes,No,No,Intel,1.2,Core i5 7Y57,128,0,SSD,No,Intel,HD Graphics 615,Premium,1159.090909090909
dell,Latitude 7390,Ultrabook,13.3,8,windows 10,1.42,1841.85,Full HD,1920,1080,Yes,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,Ultra-Premium,1297.0774647887324
asus,ZenBook Pro,Notebook,15.6,12,windows 10,2.06,1299.0,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Intel,HD Graphics 530,Premium,630.5825242718446
dell,Latitude E5470,Notebook,14.0,8,windows 10,1.79,740.0,Standard,1366,768,No,No,No,Intel,2.3,Core i3 6100U,128,0,SSD,No,Intel,HD Graphics 520,Mid-Range,413.4078212290503
dell,Precision M5520,Workstation,15.6,8,windows 10,1.78,2408.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,Quadro M1200,Ultra-Premium,1352.808988764045
lenovo,Thinkpad T470,Notebook,14.0,8,windows 10,1.7,1364.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,180,0,SSD,No,Intel,HD Graphics 620,Premium,802.3529411764706
dell,Inspiron 3576,Notebook,15.6,8,windows 10,2.2,675.0,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,1024,0,HDD,No,AMD,Radeon 520,Mid-Range,306.8181818181818
toshiba,Portege X30-D-10J,Notebook,13.3,8,windows 10,1.05,1672.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Ultra-Premium,1592.3809523809523
dell,Inspiron 7570,Notebook,15.6,8,windows 10,2.16,1262.0,Full HD,1920,1080,No,Yes,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Nvidia,GeForce 940MX,Premium,584.2592592592592
dell,Vostro 3568,Notebook,15.6,4,windows 10,2.18,586.6,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,1024,0,HDD,No,Intel,HD Graphics 620,Mid-Range,269.08256880733944
hp,ProBook 430,Notebook,13.3,4,windows 10,1.49,726.0,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,128,0,SSD,No,Intel,UHD Graphics 620,Mid-Range,487.24832214765104
chuwi,"Lapbook 15,6",Notebook,15.6,4,windows 10,1.89,248.9,Full HD,1920,1080,No,No,No,Intel,1.44,Atom x5-Z8350,64,0,Flash Storage,No,Intel,HD Graphics,Budget,131.6931216931217
lenovo,ThinkPad E570,Notebook,15.6,4,windows 10,2.3,565.0,Standard,1366,768,No,No,No,Intel,2.0,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520,Mid-Range,245.6521739130435
lenovo,ThinkPad E480,Notebook,14.0,8,windows 10,1.75,1049.0,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,Premium,599.4285714285714
dell,Precision 3520,Workstation,15.6,16,windows 10,2.17,2338.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HQ,512,0,SSD,No,Nvidia,Quadro M620,Ultra-Premium,1077.4193548387098
dell,XPS 15,Notebook,15.6,16,windows 10,2.06,1899.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1050,Ultra-Premium,921.8446601941747
lenovo,Thinkpad X270,Ultrabook,12.5,16,windows 10,1.36,1798.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,Ultra-Premium,1322.0588235294117
asus,Zenbook UX390UA,Ultrabook,12.5,16,windows 10,0.91,1950.0,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,Ultra-Premium,2142.8571428571427
lenovo,Thinkpad E570,Notebook,15.6,8,windows 10,2.3,1011.99,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 940MX,Premium,439.9956521739131
toshiba,Portege X30-D-10L,Ultrabook,13.3,32,windows 10,1.05,2799.0,Full HD,1920,1080,Yes,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,Ultra-Premium,2665.714285714286
asus,VivoBook Pro,Gaming,15.6,8,windows 10,1.99,1350.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,Premium,678.391959798995
acer,Aspire 5,Notebook,15.6,8,windows 10,2.2,579.0,Standard,1366,768,No,No,No,AMD,2.5,A10-Series 9620P,1024,0,HDD,No,AMD,Radeon RX 540,Mid-Range,263.1818181818182
asus,Rog G752VL-UH71T,Gaming,17.3,24,windows 10,4.33,1269.0,Full HD,1920,1080,Yes,Yes,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 965M,Premium,293.0715935334873
lenovo,Thinkpad X260,Ultrabook,12.5,8,windows 10,1.3,1099.0,Standard,1366,768,No,Yes,No,Intel,2.3,Core i5 6200U,180,0,SSD,No,Intel,HD Graphics 520,Premium,845.3846153846154
lenovo,Ideapad 520-15IKBR,Notebook,15.6,8,windows 10,2.17,898.9,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,Mid-Range,414.2396313364055
hp,EliteBook 840,Notebook,14.0,8,windows 10,1.48,1749.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7600U,1024,0,SSD,No,Intel,HD Graphics 620,Ultra-Premium,1181.7567567567567
lenovo,ThinkPad 13,Notebook,13.3,8,windows 10,1.4,949.0,Full HD,1920,1080,No,Yes,No,Intel,2.4,Core i3 7100U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,677.8571428571429
lenovo,ThinkPad L570,Notebook,15.6,8,windows 10,2.3,911.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,396.0869565217392
asus,VivoBook E201NA,Netbook,11.6,4,windows 10 s,1.2,340.0,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,64,0,Flash Storage,No,Intel,HD Graphics 500,Budget,283.33333333333337
hp,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,8,windows 10,1.91,618.99,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,AMD,Radeon 520,Mid-Range,324.07853403141365
lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,8,windows 10,1.4,1599.0,Full HD,1920,1080,Yes,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,Ultra-Premium,1142.142857142857
lenovo,IdeaPad 320-14IAP,Notebook,14.0,4,windows 10,2.1,299.0,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,500,0,HDD,No,Intel,HD Graphics 500,Budget,142.38095238095238
lenovo,Chromebook N23,Netbook,11.6,4,chrome os,1.25,265.0,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,16,0,SSD,No,Intel,HD Graphics 400,Budget,212.0
lenovo,ThinkPad 13,Notebook,13.3,8,windows 10,1.44,949.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,659.0277777777778
asus,ZenBook UX510UX-CN211T,Notebook,15.6,8,windows 10,2.0,1224.0,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,1024,SSD,HDD,Intel,HD Graphics 620,Premium,612.0
acer,Aspire A515-51G-59QF,Notebook,15.6,4,windows 10,2.2,613.0,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,1024,0,HDD,No,Nvidia,GeForce MX150,Mid-Range,278.6363636363636
hp,Envy 13-AB002nv,Ultrabook,13.3,8,windows 10,1.34,1323.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,Premium,987.3134328358209
lenovo,Legion Y520-15IKBN,Gaming,15.6,8,no os,2.4,1149.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,Premium,478.75
dell,XPS 13,Ultrabook,13.3,8,windows 10,1.29,899.0,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620,Mid-Range,696.8992248062016
acer,Aspire A515-51G,Notebook,15.6,4,windows 10,2.2,639.0,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,500,0,HDD,No,Nvidia,GeForce 940MX,Mid-Range,290.45454545454544
dell,Vostro 5568,Notebook,15.6,8,windows 10,2.18,836.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,Mid-Range,383.48623853211006
dell,Inspiron 5570,Notebook,15.6,16,windows 10,2.2,1219.24,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,2048,SSD,HDD,AMD,Radeon 530,Premium,554.1999999999999
xiaomi,Mi Notebook,Notebook,15.6,16,no os,1.95,1399.95,Full HD,1920,1080,No,Yes,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Nvidia,GeForce MX150,Premium,717.923076923077
asus,VivoBook E12,Netbook,11.6,2,windows 10,1.1,245.0,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,Budget,222.72727272727272
hp,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,4,windows 10,2.04,521.47,Standard,1366,768,Yes,No,No,Intel,1.6,Core i5 8250U,1024,0,HDD,No,Intel,UHD Graphics 620,Mid-Range,255.62254901960785
asus,ROG Zephyrus,Gaming,15.6,24,windows 10,2.24,2968.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX1080,Ultra-Premium,1324.9999999999998
hp,Probook 450,Notebook,15.6,8,windows 10,2.04,889.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 930MX,Mid-Range,435.78431372549016
asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,16,windows 10,3.0,1504.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX1050 Ti,Ultra-Premium,501.3333333333333
lenovo,Legion Y720-15IKB,Gaming,15.6,8,windows 10,3.2,1399.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,Premium,437.1875
hp,Spectre X360,Ultrabook,13.3,8,windows 10,1.32,1399.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,Premium,1059.8484848484848
dell,Latitude 5480,Notebook,14.0,8,windows 10,1.64,1279.73,Full HD,1920,1080,No,No,No,Intel,2.6,Core i5 7300U,256,0,SSD,No,Intel,HD Graphics 620,Premium,780.3231707317074
hp,ProBook 440,Notebook,15.6,4,windows 10,1.63,689.0,Standard,1366,768,No,No,No,Intel,2.0,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520,Mid-Range,422.6993865030675
dell,Inspiron 5770,Notebook,17.3,8,linux,2.8,889.0,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,128,1024,SSD,HDD,AMD,Radeon 530,Mid-Range,317.5
lenovo,ThinkPad L470,Notebook,14.0,8,windows 7,2.02,1340.0,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,Premium,663.3663366336633
lenovo,IdeaPad 320-15IKB,Notebook,15.6,4,windows 10,2.2,799.0,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Nvidia,GeForce 920MX,Mid-Range,363.18181818181813
lenovo,IdeaPad 320-15ISK,Notebook,15.6,8,no os,2.2,459.0,Standard,1366,768,No,No,No,Intel,2.0,Core i3 6006U,2048,0,HDD,No,Nvidia,GeForce 920MX ,Budget,208.63636363636363
dell,Inspiron 3567,Notebook,15.6,4,windows 10,2.3,585.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,AMD,Radeon R5 M430,Mid-Range,254.34782608695653
dell,Latitude 5580,Notebook,15.6,8,windows 10,1.9,1377.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i5 7440HQ,256,0,SSD,No,Intel,HD Graphics 620,Premium,724.7368421052632
dell,Alienware 17,Gaming,17.3,16,windows 10,4.42,3012.77,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1070,Ultra-Premium,681.6221719457013
toshiba,Satellite Pro,Notebook,15.6,8,windows 10,2.0,860.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,Mid-Range,430.0
asus,Zenbook UX510UW-FI095T,Notebook,15.6,8,windows 10,2.0,1299.0,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.7,Core i7 7500U,256,1024,SSD,HDD,Nvidia,GeForce GTX 960M,Premium,649.5
mediacom,SmartBook Edge,Notebook,13.3,4,windows 10,1.2,369.0,Full HD,1920,1080,No,Yes,No,Intel,1.1,Celeron Quad Core N3450,32,0,SSD,No,Intel,HD Graphics 500,Budget,307.5
asus,ROG Strix,Gaming,15.6,8,windows 10,2.3,1649.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060,Ultra-Premium,716.9565217391305
dell,Latitude 5580,Notebook,15.6,8,windows 10,1.93,1369.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7600U,256,0,SSD,No,Nvidia,GeForce 930MX,Premium,709.3264248704663
dell,Inspiron 5570,Notebook,15.6,8,windows 10,2.2,797.41,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,AMD,Radeon 530,Mid-Range,362.4590909090909
hp,250 G6,Notebook,15.6,4,windows 10,1.86,398.99,Full HD,1920,1080,No,No,No,Intel,1.6,Pentium Quad Core N3710,256,0,SSD,No,Intel,HD Graphics 405,Budget,214.51075268817203
hp,Omen 15-ce006nv,Gaming,17.3,12,windows 10,2.62,1799.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1060,Ultra-Premium,686.6412213740458
lenovo,Thinkpad E470,Notebook,14.0,8,windows 10,1.87,859.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 940MX,Mid-Range,459.35828877005343
dell,XPS 13,Ultrabook,13.3,8,windows 10,1.2,1399.0,Quad HD+,3200,1800,Yes,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,Premium,1165.8333333333335
dell,Vostro 5468,Notebook,14.0,4,windows 10,1.6,735.87,Full HD,1920,1080,No,No,No,Intel,2.0,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520,Mid-Range,459.91875
hp,Envy 13-AB020nr,Ultrabook,13.3,8,windows 10,1.34,1145.0,Quad HD+,3200,1800,No,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,Premium,854.4776119402984
acer,Aspire 7,Gaming,15.6,8,linux,2.4,798.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,Mid-Range,332.5
asus,VivoBook X540YA-XX519T,Notebook,15.6,4,windows 10,2.0,349.0,Standard,1366,768,No,No,No,AMD,1.8,E-Series 7110,500,0,HDD,No,AMD,Radeon R2 Graphics,Budget,174.5
